196905,0.81,0.94,0.75,0.87,0.31,-1.95,-1.5,-0.78,-0.3,0.5,0.05,0.43,1.25,1.55,-1.86,-0.27,-0.95,2.46,0.33,-2.31,-0.54,0.87,0.67,1.43,0.64
196906,-14.3,-12.83,-13.3,-12.79,-12.1,-12.16,-11.02,-9.14,-10.39,-11.06,-10.29,-9.37,-11.26,-9.75,-9.02,-7.11,-8.74,-8.05,-7.38,-8.34,-1.54,-6.71,-7.8,-6.62,-8.62
196907,-13.26,-11.1,-11.12,-10.35,-7.92,-10.6,-9.86,-8.44,-6.6,-8.37,-9.98,-10.77,-6.48,-6.14,-7.62,-6.63,-8.17,-7.1,-5.54,-6.68,-4.02,-5.7,-6.19,-8.16,-5.64
196908,4.86,4.83,5.21,3.18,2.76,7.19,6.54,3.9,3.4,2.66,9.64,8.48,7.01,2.55,5.6,9.92,5.61,4.72,3.58,2.37,7.01,4.8,3.93,4.43,1.95
196909,-2.83,-4.89,-5.08,-2.28,-3.45,1.31,-0.71,-1.77,-0.92,-1.42,0.14,0.07,-1.53,-2.89,-3.61,0.58,-1.61,-2.29,-2.96,-3.77,-0.49,-2.08,-2.68,-5.69,-4.61
196910,14.58,12.37,9.14,7.94,6.33,10.91,8.22,7.05,6.02,6.96,9,6.78,7.38,8.23,6.88,8.95,7.66,7.89,6.21,5.35,5.98,5.67,4.24,2.2,3.77
196911,-8.61,-7.47,-6.16,-5.98,-7.38,-3.48,-5.66,-3.13,-5.13,-5.32,-4.67,-4.36,-6.65,-3.52,-5.54,-2.13,-3.81,-3.26,-5.3,-6.18,-1.4,-3.38,-3.8,-4.51,-1.97
196912,-8.12,-7.65,-5.78,-8.26,-8.64,-4.04,-5.95,-7.37,-6.01,-5.88,-3.09,-1.63,-4.16,-4.92,-5.09,0.42,-4.31,-1.91,-1.78,-3.42,1,-1.76,-1.44,-1.8,-5.3
197001,-4.31,-3.93,-4.25,-2.42,0.1,-6.93,-6.41,-1.88,-3.94,-1.79,-9.65,-6.49,-8.01,-4.08,-3.4,-7.93,-11.43,-7.56,-6.16,-5.39,-8.51,-6.88,-8.25,-9.67,-4.37
197002,2.26,3.54,3.79,3.13,4.27,2.97,2.9,2.45,8.59,7.03,4.19,2.11,5.82,5.76,7.36,4.31,5.01,6.42,8.9,6.69,3.58,5.83,8.88,6.9,8.08
197003,-6.33,-4.95,-2.61,0.34,-1.27,-6.07,-2.94,0.06,-0.31,0.72,-3.84,-0.51,-1.2,1.94,1.08,-4.14,0.24,1.18,0.9,2.93,-2.45,0.25,2.96,0.65,1.67
197004,-24.26,-18.71,-14.78,-12.77,-11.91,-22.09,-17.19,-14.39,-11.2,-11.1,-20.51,-13.86,-13.38,-8.79,-10.8,-15.67,-15.02,-9.64,-9.65,-9.35,-10.52,-8.06,-9.09,-6.98,-8.05
197005,-10.03,-10.16,-9.14,-7.82,-10.42,-12.67,-8.46,-10.49,-8.23,-8.12,-11.16,-10.8,-13.14,-7.02,-7.56,-10.98,-9.87,-7.49,-7.43,-8.21,-8.03,-5.77,-5.08,-0.03,-4.03
197006,-12.23,-8.91,-7.11,-8.17,-5.94,-10.42,-6.86,-7.9,-7.2,-6.05,-8.51,-4.04,-7.04,-4.73,-6.98,-2.49,-5.56,-3.48,-3.14,-9.86,-6.24,-4.22,-3.67,-2.07,-8.31
197007,5.12,5.08,5.2,6.69,3.66,6.92,7.53,5.2,10.66,7.8,7.95,6.37,9.55,5.52,6.92,6.08,9.48,8.56,9.06,11.02,4.5,8.19,9.02,10.63,6.14
197008,5.49,6.42,6.76,6.73,6.39,9.75,9.21,6.31,7.56,4.54,5.75,7.8,6.62,5.27,6.97,4.39,8.3,3.67,4.93,6.84,4.08,5.22,4.41,4.86,6.2
197009,21.95,16.61,16.04,11.64,11.85,18.09,18.51,10.59,7.09,9.58,15.28,9.89,9.06,5,6.16,9.51,6.22,4.85,3.96,7.83,7.09,0.41,-0.22,0.26,4.36
197010,-11.11,-7.28,-11.1,-6.23,-4.94,-4.47,-7.94,-6.08,-3.95,-4.39,-5.71,-4.37,-6.14,-2.58,-3.61,-2.53,-3.48,-3.47,-3.32,-6.29,-0.13,-1.02,-3.58,0.18,-3.77
197011,-4.62,-2.16,-2.04,0.37,0.3,0.83,1.3,2.91,5.59,3.85,2.91,3.21,4.53,5,2.06,4.88,2.98,6.28,8.91,4.58,5.11,6.83,5.04,5.9,5.65
197012,6.98,7.62,10.45,11.58,10.8,8.68,8.23,8.42,9.33,9.47,6.06,9.71,10.62,7.94,8.05,6.04,10.64,8.55,9.46,7.82,4.75,5.73,7.7,5.04,6.97
197101,15.06,13.81,16.15,14,15.92,7.54,13.04,12.86,10.97,12.69,8.33,8.55,11.05,7.77,7.83,5.31,7.05,5.09,8,13.97,4.02,4.39,3.29,2.91,4.01
197102,8.08,7.34,5.79,3.32,4.03,4.01,3.63,2.68,1.61,0.89,3.99,1.79,2.41,1.21,1.79,3.73,2.87,0.4,3.22,1.09,2.31,0.45,0.62,0.49,1.23
197103,8.01,4.84,8.07,6.63,5.02,7.95,6.74,5.55,4.41,1.38,10.39,9.31,3.47,3.24,5.16,6.73,6.19,4.66,2.25,3.75,5.71,2.8,4.83,1.52,2.5
197104,0.84,3.39,1.9,2.67,1.79,2.23,2.49,2.46,3.39,6.94,6.27,4.49,4.92,2.08,5.97,3.14,3.03,1.88,3.45,9.31,3.52,5.84,0.68,2.62,6.12
197105,-6.54,-5.03,-7.29,-4.88,-6.27,-3.46,-5.51,-5.34,-4.23,-4.46,-4.52,-2.66,-4.92,-3.66,-3.5,-2.06,-3.47,-4.29,-2.98,-4.4,-2.46,-4.37,-4.1,-5.07,-3.65
197106,-0.55,-3.61,-2.59,-1.04,-1.94,4.03,-2.3,0.34,-1.85,-3.36,-1.61,1.81,-1.44,-1.9,-1.61,1.33,1.12,2.26,1.05,-4.03,1.18,-1,-0.33,0.87,-0.26
197107,-8.56,-8.21,-7.34,-5.9,-5.93,-6.37,-4.82,-4.13,-6.52,-5.74,-8.02,-4.51,-3.02,-5.26,-6.17,-3.48,-4.28,-3.77,-4.13,-7.93,-3.9,-4.35,-3.15,-3.43,-5.18
197108,3.31,4.36,2.96,4.45,5.72,3.87,7.23,3.67,5.97,7.61,6.55,4.78,1.95,7.18,8.56,6.91,4.21,2.32,3.48,9.13,5.33,4.96,-1.12,2,13.29
197109,1.38,2.01,-0.06,-0.58,-2.42,2.17,-1.17,-1.97,-1.65,-2.82,1.13,0.36,-0.9,-1.07,-3.46,1.87,-0.82,-0.49,-0.11,-4.87,0.28,-1.22,-1.25,-1.43,-2.26
197110,-7.72,-6.85,-7.22,-4.34,-7.26,-5.89,-5.41,-3.41,-4.34,-6.66,-7.98,-6.28,-3.01,-4.51,-5.85,-3.34,-3.16,-2.38,-5.53,-6.89,-3.54,-6.08,-2.99,-2.74,-4.38
197111,-3.36,-5.71,-3.96,-4.45,-5.53,-1.64,-2.5,-1.62,-2.61,-2.68,-1.92,-1.06,-0.89,-4.62,-5.36,0.49,-2.01,-2.44,0.54,-4.47,1.05,0.76,0.16,-0.53,-0.32
197112,14.61,13.87,10.91,11.75,13.28,12.98,13.91,13.05,11.08,12.66,14.11,9.57,10.05,11.68,13.03,12.18,9.71,9.01,7.89,12.93,8.38,9.81,8.55,6.92,9.26
197201,13.06,13.37,11.17,11.01,14.87,9.51,6.32,5.92,6.61,10.7,6.06,3.93,2.79,6.02,8.26,2.87,1.86,1.62,3.13,7.58,2.69,0.67,-0.73,0.81,6.25
197202,2.95,5.13,3.9,4.5,3.52,5.17,4.31,4.3,1.63,4.07,6.88,3.9,2.39,-0.42,1.67,5.65,1.68,0.24,2.05,0.36,4.65,2.38,1.27,0.3,-0.49
197203,2.93,-0.07,-1.94,-1.43,-0.49,2.06,1.55,-0.95,0,-1.59,2.44,1.19,2.03,0.18,-1.73,1.12,-0.29,2.88,1.71,0.7,2.56,0.42,-3.07,-1.95,3.1
197204,-1.22,0.51,-1.27,1.55,1,-0.16,0.64,2.29,2.09,1.67,1.59,-0.66,-0.37,0.99,0.64,-0.68,-0.84,-0.17,1.15,3.85,0.97,1.22,0.36,0.1,-1.36
197205,-1.43,-1.43,-4.35,-2.14,-2.3,-0.56,-1.58,-1.95,-3.42,-1.48,1.22,-1.77,0.56,-1.03,-3.52,3.5,-1.49,-1.55,-0.18,-0.09,3.24,-0.55,2.94,1,-3.25
197206,-4.25,-4.77,-3.65,-3.03,-3.67,-4.57,-1.94,-1.57,-1.42,0.72,-0.12,-1.71,-4.07,-4.3,-5.91,-4.25,-1.78,-2.24,-4.42,-7.6,-0.7,-3.4,-2.62,-2.3,-6.07
197207,-7.09,-4.79,-4.2,-3.38,-2.8,-5.27,-4.78,-3.41,-1.95,-3.81,-3.25,-1.46,-3.37,-0.54,-1.05,-3.53,-4.21,-2.04,-0.12,-2.09,1.63,-1.24,0.3,-1.3,-1.99
197208,-1.71,-2.54,0.65,-0.15,2.29,-0.62,-1.59,2.13,1.78,4.58,0.3,2.25,3.02,5.25,3.52,-0.03,2.65,5,5.22,7.06,0.74,6.84,7.31,9.05,6.05
197209,-4.91,-4.79,-4.72,-3.81,-4.14,-3.51,-3.56,-2.15,-2.16,-3.57,-1.69,-2.51,-1.1,-1.87,-2.82,-1.81,-3.39,-0.45,-2.37,-4,0.17,-1.74,-1.5,2.03,-4.03
197210,-3.3,-3.32,-2.81,-1.98,-1.89,-4.04,-0.37,1.55,0.7,-0.75,-2.72,-0.79,1.31,0.73,0.3,-1.63,-0.43,1.43,2.31,-0.94,1.02,1.07,1.93,2.38,1.54
197211,-0.45,4.1,4.7,5.97,5.95,4.52,4.87,7.16,4.64,7.58,3.03,4.07,6.59,7.48,7.24,6.62,7.83,6.75,6.93,11.05,1.56,6.68,6.81,7.95,14.09
197212,-1.9,-2.29,-3.21,-2.52,-1.48,-0.62,-2.7,0.34,-3.43,-2.38,1,-0.32,-0.68,-1.03,-2.61,0.56,-1.07,-0.58,-1.78,-4.41,3.73,-0.14,-0.59,0.1,-2.64
197301,-8.11,-4.99,-2.75,-3.62,-1.38,-10.52,-5.67,-6.95,-3.2,-5.45,-7.49,-7.37,-5.99,-3.67,-5.39,-6.42,-7.37,-5.58,-3.44,-4.21,-1.6,-4.01,-0.82,0.62,-4.12
197302,-13.84,-8.84,-8.43,-8.29,-5.91,-13.83,-8.11,-7.58,-5.92,-5.48,-10.94,-8.25,-7.89,-2.91,-7.07,-8.25,-7.53,-4.42,-3.66,-2.08,-2.19,-3.15,-4.72,-5.97,-3.26
197303,-6.76,-4.36,-2.51,-0.96,-1.76,-5.4,-2.33,-2.63,-2.01,-0.13,-4.89,-4.27,-2.06,-1.84,0.27,-3.92,-4.1,-2.01,-2.13,0.84,-0.74,-1.02,1.66,1.97,1.74
197304,-11.75,-9.71,-6.67,-6.44,-5.35,-14.07,-9.47,-5.84,-4.43,-4.62,-11.23,-6.33,-3.87,-3.48,-4.11,-10.9,-8.19,-2.7,-2.91,-4.61,-5.85,-3.34,-2.01,-0.74,-2.6
197305,-11.03,-10.93,-8.81,-7.73,-8.13,-11.33,-9.09,-7.55,-6.56,-8.97,-8.89,-8.02,-4.82,-2.76,-6.67,-7.05,-7.7,-2.39,-2.45,-4.52,0.23,-1.18,-0.71,-3.26,-5.52
197306,-4.8,-4.17,-4.56,-2.91,-2.31,-6.8,-4.19,-2.8,-1.96,-1.54,-6.49,-2.71,-1.84,-0.91,-3.17,-4.59,-4.01,-2.85,-0.99,-3.72,-0.33,-0.36,0.85,-0.64,-2.08
197307,18.91,15.94,12.11,13.59,10.34,22.18,14.24,11.19,7.07,9.9,19.25,9.58,6.94,1.92,7.71,15.31,9.34,6.62,3.19,8.92,5.46,5.46,-0.1,2.1,3.63
197308,-5.47,-6.71,-5.78,-6.06,-4.57,-2.85,-7.47,-4.79,-4.98,-3.94,-3.02,-4.13,-4.09,-2.48,-0.95,-2.48,-0.97,-1.7,-3.02,-0.11,-3.42,-2.44,-3.69,-2.35,0.79
197309,11.86,11.58,6.87,7.9,6.95,10.88,11.62,11.13,7.14,10.3,11.22,9.89,9.8,8.68,10.55,9.91,11.69,11.27,9.67,10.52,-0.08,7.77,8.72,8.64,8.28
